,property_type,state,lat,lon,area_m2,price_usd
519,house,Chihuahua,23.634501,-102.552788,200.0,
520,house,Jalisco,20.6081524999,-103.3946675062,150.0,
521,apartment,Yucatán,21.029198,-89.607506,200.0,
522,house,Morelos,18.927336,-99.213448,145.0,
523,house,Veracruz de Ignacio de la Llave,25.439677,-100.946717,172.0,
524,apartment,Distrito Federal,19.472481,-99.182374,75.0,
525,house,Estado de México,19.514382,-99.258682,150.0,
526,house,Distrito Federal,19.325355,-99.232561,136.0,
527,house,Yucatán,21.072905,-89.65963,250.0,
528,house,San Luis Potosí,22.14691,-101.038651,245.0,
529,house,Morelos,18.879347,-99.179871,184.0,
530,house,Tabasco,18.0341023227,-92.9841993784,161.0,
531,house,Morelos,23.634501,-102.552788,338.0,
532,house,Puebla,18.921051,-98.417053,116.0,
533,house,Puebla,19.014643,-98.170731,140.0,
534,house,Morelos,18.858107,-99.200287,78.0,
535,house,Morelos,18.945309,-99.22372,380.0,
536,house,Yucatán,21.0381057,-89.5933722,213.0,
537,apartment,Distrito Federal,19.474655,-99.189277,70.0,
538,house,Yucatán,21.072905,-89.65963,200.0,
539,house,Veracruz de Ignacio de la Llave,25.531834,-103.315276,150.0,
540,apartment,Nuevo León,25.651072,-100.342773,92.0,
541,house,Estado de México,19.499864,-99.050138,175.0,
542,house,Estado de México,19.555771,-99.248612,200.0,
543,house,San Luis Potosí,22.157743,-100.94397,225.0,
544,house,Nuevo León,25.6769684,-100.4508956,107.0,
545,house,San Luis Potosí,22.1470009295,-101.0172995925,160.0,
546,house,Puebla,,,147.0,
547,house,Guerrero,16.85678,-99.853204,280.0,
548,apartment,Estado de México,19.424913,-99.271629,69.0,
549,house,Estado de México,19.5496674785,-99.0165393054,90.0,
550,house,Guerrero,16.867283,-99.867119,150.0,
551,house,Chiapas,,,224.0,
552,house,Morelos,18.811808,-98.94649,100.0,
553,apartment,Morelos,,,143.0,
554,apartment,Distrito Federal,19.396502,-99.128797,80.0,
555,apartment,Sinaloa,,,85.0,
556,apartment,Yucatán,21.017197,-89.574516,66.0,
557,house,Hidalgo,20.0649913245,-98.7680017948,100.0,
558,house,Tamaulipas,22.266645,-97.870796,296.0,
559,house,Estado de México,18.948179,-99.482277,170.0,
560,apartment,Yucatán,21.3421022,-89.2624626,202.0,
561,house,Puebla,19.044477,-98.328011,235.0,
562,house,Chihuahua,28.6556674,-106.0711926,159.0,
563,house,Distrito Federal,19.2826778,-99.2090757,161.0,
564,apartment,Distrito Federal,19.48888,-99.179278,70.0,
565,house,Chiapas,16.732222,-93.135307,240.0,
566,house,Veracruz de Ignacio de la Llave,23.634501,-102.552788,205.0,
567,house,Yucatán,21.0381057,-89.5933722,165.0,
568,apartment,Guerrero,16.801018,-99.824979,98.0,
569,house,Estado de México,19.6850991,-99.2113669,62.0,
570,house,Puebla,,,228.0,
571,house,Morelos,18.9212022,-99.1739857,125.0,
572,house,Yucatán,21.030668,-89.599258,320.0,
573,apartment,Puebla,18.9678552823,-98.2848708631,127.0,
574,house,Nuevo León,25.723516,-100.393311,365.0,
575,house,Yucatán,21.0151423,-89.6551671,180.0,
576,apartment,Quintana Roo,21.1359373912,-86.7675390242,84.0,
577,house,Nuevo León,,,183.0,
578,house,Querétaro,,,150.0,
579,house,Morelos,18.891859,-99.187134,320.0,
580,house,Querétaro,,,148.0,
581,apartment,Sinaloa,23.261248,-106.459885,61.0,
582,apartment,Distrito Federal,19.364891,-99.148384,62.0,
583,apartment,Distrito Federal,19.426528,-99.196279,60.0,
584,apartment,Estado de México,19.369319,-99.293444,150.0,
585,apartment,Chiapas,16.745249,-93.152699,73.0,
586,apartment,Distrito Federal,19.434723,-99.175887,80.0,
587,apartment,Distrito Federal,19.449392,-99.138544,65.0,
588,house,Estado de México,19.55134,-99.233528,260.0,
589,house,Querétaro,20.607178,-100.335754,104.0,
590,house,San Luis Potosí,22.1648322115,-100.9765219688,125.0,
591,house,San Luis Potosí,22.1664458833,-100.9547920559,140.0,
592,house,Chiapas,16.771928,-93.105578,200.0,
593,house,Distrito Federal,,,238.0,
594,house,Tamaulipas,22.246319,-97.86264,163.0,
595,house,Distrito Federal,19.365175,-99.230064,270.0,
596,apartment,Estado de México,19.379597,-99.293808,155.0,
597,house,Nuevo León,,,285.0,
598,house,Puebla,,,315.0,
599,house,Tlaxcala,19.312792,-98.216515,159.0,
600,house,Querétaro,23.634501,-102.552788,145.0,
601,house,Yucatán,21.039522,-89.563911,186.0,
602,house,Veracruz de Ignacio de la Llave,,,170.0,
603,house,San Luis Potosí,22.175159,-100.979996,188.0,
604,house,Puebla,19.1105571397,-98.2800516486,120.0,
605,house,Estado de México,,,300.0,
606,house,Estado de México,19.64443,-99.098587,75.0,
607,house,Veracruz de Ignacio de la Llave,25.502705,-103.408554,190.0,
608,apartment,Yucatán,,,208.0,
609,house,Veracruz de Ignacio de la Llave,25.461545,-100.883958,170.0,
610,apartment,Distrito Federal,19.478815,-99.196831,64.0,
611,house,Querétaro,20.611304,-100.386343,360.0,
612,house,Veracruz de Ignacio de la Llave,19.178049,-96.128845,160.0,
613,house,Veracruz de Ignacio de la Llave,20.955351,-97.404341,150.0,
614,house,Estado de México,,,104.0,
615,house,Sonora,29.07683,-110.9871743,309.0,
616,apartment,Guerrero,23.634501,-102.552788,178.0,
617,house,Yucatán,21.039522,-89.563911,215.0,
618,house,Nuevo León,25.7431730317,-100.3723396361,138.0,
619,apartment,Morelos,18.9701939816,-99.2423853278,117.0,
620,house,Aguascalientes,21.8893042472,-102.2563044727,198.0,
621,house,Querétaro,,,246.0,
622,apartment,Distrito Federal,19.298168,-99.113106,83.0,
623,house,Chiapas,,,150.0,
624,house,Chiapas,16.734992,-93.102641,121.0,
625,house,Nuevo León,25.701321,-100.457924,164.0,
626,house,Aguascalientes,21.88585,-102.294085,185.0,
627,house,Jalisco,20.618633,-103.387465,150.0,
628,house,Nuevo León,25.6738201627,-100.3135946987,120.0,
629,house,Morelos,18.942068,-99.242531,200.0,
630,house,Querétaro,20.700323,-100.472563,269.0,
631,house,Veracruz de Ignacio de la Llave,25.558393,-103.385429,113.0,
632,house,Nuevo León,25.580088,-100.239685,234.0,
633,house,Sinaloa,23.283125,-106.406723,192.0,
634,house,Chiapas,16.752182,-93.088427,184.0,
635,apartment,Distrito Federal,19.3880398,-99.1695793,100.0,
636,house,San Luis Potosí,22.14691,-101.038651,150.0,
637,house,Morelos,18.936026,-99.216217,286.0,
638,house,Distrito Federal,19.328833,-99.133163,140.0,
639,house,Distrito Federal,19.455385,-99.209835,216.0,
640,house,Puebla,19.071239,-98.273949,240.0,
641,house,Estado de México,19.501955,-99.226952,196.0,
642,house,Morelos,18.866121,-99.231445,180.0,
643,house,Querétaro,20.726007,-100.442642,330.0,
644,house,Morelos,,,310.0,
645,house,Yucatán,21.075163,-89.516731,192.0,
646,house,Tlaxcala,19.435802,-98.10286,135.0,
647,house,Yucatán,20.9731555,-89.6229189,250.0,
648,house,Estado de México,19.159458,-99.565956,79.0,
649,house,Yucatán,,,188.0,
650,house,Puebla,19.0412967,-98.2061996,109.0,
651,house,Chiapas,,,90.0,
652,house,Sinaloa,24.817956,-107.434033,146.0,
653,house,Puebla,,,260.0,
654,apartment,Sinaloa,23.299184,-106.481557,230.0,
655,apartment,Distrito Federal,19.36243,-99.176957,70.0,
656,apartment,Distrito Federal,19.390062,-99.192293,64.0,
657,house,Nuevo León,25.7581963,-100.2665026,135.0,
658,house,Querétaro,20.556261,-100.370035,112.0,
659,house,Chiapas,16.744808,-93.179222,350.0,
660,house,Yucatán,21.0259468647,-89.584236145,264.0,
661,apartment,Morelos,,,110.0,
662,apartment,Quintana Roo,21.1500747207,-86.8316459656,165.0,
663,house,Chiapas,16.734121,-92.626991,100.0,
664,house,Querétaro,20.705742,-100.444016,223.0,
665,apartment,Distrito Federal,19.400731,-99.125466,80.0,
666,house,Estado de México,,,120.0,
667,apartment,Distrito Federal,19.33923,-99.218987,83.0,
668,apartment,Distrito Federal,19.365383,-99.16507,81.0,
669,house,Morelos,,,181.0,
670,house,Yucatán,21.030668,-89.599258,350.0,
671,house,Morelos,18.864874,-98.925911,60.0,
672,apartment,Distrito Federal,19.463009,-99.131106,81.0,
673,house,Yucatán,21.3085667381,-89.5303344727,380.0,
674,house,Distrito Federal,19.33427,-99.083374,100.0,
675,apartment,Distrito Federal,19.499434,-99.111916,85.0,
676,apartment,Morelos,,,65.0,
677,apartment,Distrito Federal,19.380937,-99.179545,98.0,
678,house,Veracruz de Ignacio de la Llave,,,220.0,
679,house,Yucatán,21.006866,-89.618103,305.0,
680,house,Veracruz de Ignacio de la Llave,19.109777,-96.106922,240.0,
681,house,Baja California,32.459403,-116.880827,114.0,
682,house,Puebla,19.101185,-98.357062,90.0,
683,house,Querétaro,20.394361,-99.973053,354.0,
684,house,Yucatán,21.065001,-89.6239875,155.0,
685,house,Estado de México,,,140.0,
686,house,Querétaro,20.646841,-100.376117,86.0,
687,house,Morelos,18.897581,-99.07093,306.0,
688,house,Yucatán,21.072905,-89.65963,171.0,
689,house,Morelos,,,270.0,
690,house,Morelos,18.917542,-98.963181,182.0,
691,house,Veracruz de Ignacio de la Llave,20.948336,-97.362764,100.0,
692,apartment,Distrito Federal,19.396018,-99.147827,70.0,
693,house,Puebla,19.051815,-98.277669,198.0,
694,apartment,Distrito Federal,19.309208,-99.171906,70.0,
695,house,Morelos,,,310.0,
696,house,Yucatán,21.0506531,-89.5588406,334.0,
697,house,Yucatán,21.3437962237,-89.262059927,130.0,
698,apartment,Nuevo León,,,155.0,
699,house,Querétaro,20.587378,-100.418361,106.0,
0,apartment,Nuevo León,25.721081,-100.345581,72.0,
2,house,Morelos,23.634501,-102.552788,360.0,
6,apartment,Estado de México,19.2720402,-99.572013,85.0,
7,house,San Luis Potosí,22.1388821177,-100.9965100633,158.0,
8,apartment,Distrito Federal,19.394558,-99.129707,65.0,
10,house,Veracruz de Ignacio de la Llave,19.1680666,-96.160663,100.0,
11,apartment,Distrito Federal,19.3261962968,-99.140586108,74.0,
12,house,Yucatán,21.0552216,-89.6583682,220.0,
13,house,Chihuahua,28.691416,-106.13604,236.0,
15,apartment,Jalisco,20.641428,-103.417295,85.0,
16,house,San Luis Potosí,22.126078,-100.944672,131.0,
17,house,Puebla,19.0364236166,-98.1994184107,337.0,
18,apartment,Distrito Federal,19.367239,-99.186126,92.0,
19,apartment,Guerrero,16.851935,-99.844955,195.0,
20,house,Veracruz de Ignacio de la Llave,19.153019,-96.12487,207.0,
21,house,Nuevo León,25.7501328883,-100.2701137385,280.0,
22,apartment,Estado de México,19.536253,-99.240456,99.0,
23,house,Chiapas,19.673779,-101.187927,210.0,
24,house,Baja California,32.4690603,-116.8196303,111.0,
25,house,Yucatán,21.030771,-89.646347,150.0,
26,house,Chiapas,16.717077,-93.162903,170.0,
27,house,Morelos,18.813908,-99.201675,86.0,
28,apartment,Distrito Federal,19.473001,-99.087491,79.0,
29,house,Yucatán,21.072905,-89.65963,190.0,
30,house,Querétaro,20.618279,-100.346985,237.0,
31,house,Yucatán,21.075163,-89.516731,300.0,
32,house,Guerrero,16.8659727494,-99.8717173934,300.0,
35,house,Veracruz de Ignacio de la Llave,25.582705,-103.376805,232.0,
36,house,Yucatán,21.017197,-89.574516,220.0,
37,house,Hidalgo,20.036614,-98.77615,295.0,
38,house,Yucatán,21.0399331,-89.5965747,240.0,
39,house,Morelos,18.893921,-99.221429,160.0,
41,house,Veracruz de Ignacio de la Llave,25.545829,-103.38708,115.0,
42,house,Quintana Roo,21.139086,-86.84964,290.0,
43,house,Chiapas,19.681248,-101.209167,180.0,
44,apartment,Distrito Federal,19.271467,-99.146309,98.0,
45,house,Chiapas,19.724886,-101.118018,120.0,
46,house,Estado de México,19.420156,-99.249458,378.0,
48,house,Guanajuato,20.684505,-101.406695,280.0,
50,house,Puebla,18.984862,-98.222234,299.0,
51,house,Distrito Federal,19.289286,-99.158066,140.0,
52,house,San Luis Potosí,22.150696,-101.010025,172.0,
53,apartment,Distrito Federal,19.444924,-99.139843,60.0,
54,house,Tabasco,18.017324,-92.899362,98.0,
55,house,Puebla,19.014643,-98.170731,286.0,
57,house,Tamaulipas,22.258686,-97.851753,163.0,
58,house,Distrito Federal,19.378482,-99.220795,100.0,
59,house,Morelos,18.93409,-99.254997,240.0,
61,house,Yucatán,21.0315095,-89.600513,325.0,
62,apartment,Yucatán,21.072905,-89.65963,190.0,
63,apartment,Morelos,18.923538,-99.241848,110.0,
65,house,Querétaro,20.681293,-100.329622,155.0,
67,house,Morelos,18.821062,-98.949371,120.0,
68,apartment,Guerrero,16.8531086,-99.8236533,141.0,
69,apartment,Puebla,19.049024,-98.281669,127.0,
70,house,Tamaulipas,22.3400533557,-97.8860995173,165.0,
71,house,Morelos,18.862602,-99.213448,145.0,
73,apartment,Yucatán,21.018724,-89.589836,60.0,
74,house,Jalisco,20.569456,-103.50165,176.0,
76,apartment,Distrito Federal,19.3934457,-99.1796926,100.0,
78,apartment,Distrito Federal,19.436024,-99.15461,64.0,
79,apartment,Distrito Federal,19.378009,-99.193543,180.0,
80,apartment,Distrito Federal,19.416294,-99.16748,117.0,
82,house,Morelos,18.859078,-99.176287,82.0,
83,house,Querétaro,20.692161,-100.465025,258.0,
84,house,Querétaro,20.394361,-99.973053,120.0,
85,house,Baja California,32.453504,-117.038495,111.0,
87,house,Tabasco,23.634501,-102.552788,82.0,
88,house,Estado de México,19.619862,-99.146996,75.0,
90,house,Hidalgo,20.059035,-98.790359,240.0,
91,house,Estado de México,19.468129,-99.04049,86.0,
92,house,Yucatán,21.0424858,-89.5568382,200.0,
93,house,Guerrero,16.758369,-99.768737,136.0,
95,house,Nuevo León,25.6315927,-100.1953926,90.0,
96,apartment,Quintana Roo,21.1595877395,-86.8222086132,145.0,
97,apartment,Guerrero,16.860338,-99.870399,250.0,
98,apartment,Guerrero,16.8665658191,-99.8808288574,108.0,
99,apartment,Jalisco,20.685983,-103.447155,64.0,
100,house,Yucatán,21.0751632,-89.5167298,252.0,
101,apartment,Distrito Federal,19.376822,-99.174675,114.0,
102,apartment,Puebla,19.0303511,-98.3143192,102.0,
103,house,Distrito Federal,19.433274,-99.210758,304.0,
104,apartment,Distrito Federal,19.394358,-99.177444,100.0,
105,house,Yucatán,21.039522,-89.563911,146.0,
106,house,Morelos,18.8954874,-99.1732936,154.0,
107,house,Puebla,18.984862,-98.222234,289.0,
108,house,Yucatán,21.072905,-89.65963,90.0,
109,house,Morelos,18.813908,-99.201675,67.0,
110,house,Jalisco,20.424117,-103.29756,299.0,
111,house,Yucatán,21.0381057,-89.5933722,182.0,
112,house,Estado de México,19.2828302502,-99.566673518,267.0,
114,house,Chihuahua,28.6464221,-106.0860628,233.0,
115,apartment,Estado de México,19.5652097,-99.2646998,87.0,
116,house,Estado de México,19.284855,-98.950752,80.0,
117,house,Nayarit,20.70506,-105.269812,101.0,
118,house,Distrito Federal,19.2753576,-99.1675547,370.0,
119,apartment,Veracruz de Ignacio de la Llave,19.137135,-96.112946,110.0,
120,house,Jalisco,20.675995,-103.420837,220.0,
121,house,Tamaulipas,22.3151894,-97.8573594,318.0,
123,apartment,Distrito Federal,19.436404,-99.173617,70.0,
124,house,Quintana Roo,21.095711,-86.869343,147.0,
125,house,Baja California,32.509445,-116.985857,104.0,
127,house,Jalisco,20.616705,-103.413612,105.0,
129,house,Sinaloa,23.215713,-106.418182,315.0,
130,house,Yucatán,21.039522,-89.563911,277.0,
131,house,Yucatán,21.072905,-89.65963,240.0,
132,house,Yucatán,21.072905,-89.65963,201.0,
133,apartment,Yucatán,21.015982,-89.705116,172.0,
134,apartment,San Luis Potosí,22.125907517,-100.9865534306,103.0,
135,house,Querétaro,20.547674,-100.394761,110.0,
136,apartment,Jalisco,20.677448,-103.400405,135.0,
138,house,Veracruz de Ignacio de la Llave,20.9638852,-97.4124504,88.0,
139,apartment,Distrito Federal,19.4034054,-99.1825418,120.0,
140,house,Querétaro,20.3951106,-99.9856344,180.0,
141,house,Estado de México,19.536936,-99.22732,270.0,
142,apartment,Distrito Federal,19.453142,-99.180214,68.0,
143,house,Veracruz de Ignacio de la Llave,19.1496682663,-96.1202859879,150.0,
144,house,Distrito Federal,19.3434214,-99.1294848,280.0,
145,house,Hidalgo,20.099826,-98.772656,140.0,
146,house,Distrito Federal,19.473623,-99.124863,147.0,
148,apartment,Querétaro,20.5835963,-100.3729496,144.0,
149,house,Puebla,23.634501,-102.552788,173.0,
150,house,Querétaro,20.5878757635,-100.4464960098,111.0,
151,house,Colima,19.232695,-103.696887,189.0,
152,apartment,Baja California,32.440475,-116.983772,70.0,
153,house,Veracruz de Ignacio de la Llave,19.513165,-96.898109,130.0,
154,house,Hidalgo,23.634501,-102.552784,140.0,
155,house,Chihuahua,28.6983446,-106.0940375,350.0,
156,house,Sinaloa,24.770091,-107.444782,155.0,
158,house,Tamaulipas,26.078394,-98.325452,80.0,
159,house,Sonora,28.9547958912,-111.0455946252,206.0,
160,house,Nuevo León,25.626854,-100.188538,170.0,
161,house,Querétaro,20.662301,-100.441093,235.0,
163,apartment,Quintana Roo,21.0498059839,-86.8535878365,178.0,
164,house,Chiapas,16.740425,-93.12841,170.0,
166,apartment,Distrito Federal,19.395097,-99.150424,65.0,
168,apartment,Morelos,18.960824,-99.268107,92.0,
169,house,Querétaro,20.7037,-100.462857,220.0,
170,house,Chihuahua,28.64073,-106.109581,300.0,
171,apartment,Distrito Federal,19.305233,-99.12269,75.0,
172,apartment,Estado de México,19.379597,-99.293808,80.0,
173,house,Estado de México,19.2618397109,-99.5839350622,195.0,
174,apartment,Distrito Federal,19.2753576,-99.1675547,101.0,
175,house,Durango,25.553129,-103.510059,187.0,
176,apartment,Morelos,18.93409,-99.254997,130.0,
177,house,Distrito Federal,19.346687,-99.011513,115.0,
178,house,Guerrero,16.838398,-99.897744,113.0,
180,house,Estado de México,19.482168,-99.264038,140.0,
182,house,Sinaloa,24.8427771,-107.3931108,117.0,
183,house,Quintana Roo,21.101317,-86.862888,182.0,
185,house,Quintana Roo,21.164147,-86.868479,330.0,
187,apartment,Nuevo León,25.647146,-100.356804,100.0,
188,house,Nuevo León,25.6442345726,-100.2966356277,228.0,
189,house,Sonora,29.0904798,-110.9747137,298.0,
191,house,Baja California Sur,24.1596323322,-110.3057599068,96.0,
192,house,Jalisco,20.784784,-103.471496,79.0,
193,house,Tamaulipas,22.2465535,-97.8721436,109.0,
194,house,Estado de México,19.569101,-99.303513,180.0,
196,house,Yucatán,21.039522,-89.563911,214.0,
197,house,Querétaro,20.555649,-100.38488,325.0,
198,apartment,Distrito Federal,19.405298,-99.164986,74.0,
199,apartment,Distrito Federal,19.258038,-99.161589,160.0,
200,house,Morelos,18.823669,-99.227295,165.0,
201,apartment,Distrito Federal,19.377171,-99.188503,75.0,
202,house,Yucatán,21.017197,-89.574516,206.0,
203,house,Morelos,18.892714,-99.1996,90.0,
204,house,Estado de México,19.636706,-99.101569,250.0,
205,house,Yucatán,21.039522,-89.563911,274.0,
207,house,Veracruz de Ignacio de la Llave,18.134026,-94.476112,235.0,
208,house,Yucatán,21.0767191798,-89.6277563274,155.0,
209,apartment,Distrito Federal,19.401509,-99.154034,90.0,
211,house,Tabasco,18.072582,-93.165413,350.0,
216,house,Yucatán,21.072905,-89.65963,190.0,
217,house,Tamaulipas,22.247913,-97.875565,263.0,
218,house,San Luis Potosí,22.148722,-101.00119,190.0,
219,house,Baja California,32.494743,-117.016784,92.0,
220,house,San Luis Potosí,22.1897892283,-100.9525537491,138.0,
221,house,Puebla,18.962954561,-98.2796788216,222.0,
222,house,Morelos,18.8859084,-99.19064,110.0,
223,house,Chihuahua,28.643902,-106.130157,355.0,
224,apartment,Distrito Federal,19.347683,-99.165877,135.0,
225,apartment,Distrito Federal,19.375374,-99.137657,110.0,
226,house,Distrito Federal,19.52395,-99.152881,95.0,
227,house,Guerrero,16.757619,-99.767532,140.0,
228,house,Yucatán,21.075163,-89.516731,197.0,
229,house,Puebla,19.02038,-98.207626,380.0,
230,house,Aguascalientes,21.9243493,-102.2833909,140.0,
231,house,Quintana Roo,21.1351429,-86.837489,80.0,
232,apartment,Distrito Federal,19.39365,-99.14769,75.0,
233,house,Nuevo León,25.733049,-100.22847,200.0,
234,house,Baja California Sur,24.141701,-110.347267,275.0,
235,house,Jalisco,20.579091,-103.430379,164.0,
236,house,Nuevo León,25.731798,-100.349091,180.0,
237,house,Estado de México,19.672207,-99.015656,122.0,
238,apartment,Estado de México,19.401066,-99.277168,190.0,
239,house,Yucatán,21.00227,-89.5650908,131.0,
240,house,Quintana Roo,20.680066,-87.038345,208.0,
241,apartment,Guerrero,16.864830635,-99.8752605915,61.0,
242,house,Jalisco,20.760167,-103.379168,83.0,
244,house,Yucatán,21.0283803657,-89.564639926,174.0,
245,house,Tlaxcala,19.341597,-98.215828,180.0,
246,house,Veracruz de Ignacio de la Llave,25.596904,-103.4203,118.0,
247,house,Chiapas,19.665554,-101.235738,115.0,
250,house,Estado de México,19.650003,-99.220367,245.0,
251,house,Nuevo León,25.7708161,-100.4340179,100.0,
252,house,Tamaulipas,22.2331041,-97.861099,130.0,
253,house,Nuevo León,25.723276,-100.401518,278.0,
254,house,Puebla,19.044477,-98.328011,260.0,
255,house,Estado de México,19.562922,-99.254974,120.0,
256,apartment,Nuevo León,25.580088,-100.239685,130.0,
257,house,Puebla,19.055344,-98.212046,146.0,
258,house,Morelos,23.634501,-102.552788,290.0,
259,apartment,Distrito Federal,19.34189,-99.166374,80.0,
260,house,Estado de México,19.404718,-99.263313,139.0,
261,house,Querétaro,20.675023,-100.457086,304.0,
263,house,Estado de México,19.532259,-99.23214,220.0,
264,house,Tamaulipas,22.313122,-97.858559,193.0,
265,house,Tamaulipas,22.2927530261,-97.8906248519,88.0,
266,house,Morelos,18.864874,-98.925911,130.0,
267,house,Querétaro,20.726007,-100.442642,290.0,
269,house,Nayarit,20.7204378,-105.2706825,152.0,
270,house,Veracruz de Ignacio de la Llave,19.1368849,-96.1093008,130.0,
271,apartment,Estado de México,19.291351,-99.668945,85.0,
272,apartment,Morelos,18.9242095,-99.2215659,80.0,
273,apartment,Quintana Roo,21.152496,-86.869834,99.0,
274,house,Puebla,19.027103,-98.270025,166.0,
275,house,Nuevo León,25.56551,-100.223213,350.0,
277,house,Morelos,18.813505,-98.953514,140.0,
278,house,Yucatán,21.039522,-89.563911,253.0,
279,house,Morelos,18.804409,-98.959038,230.0,
281,house,Nuevo León,25.584658,-100.257912,350.0,
282,house,Estado de México,19.225745,-99.567856,270.0,
283,house,Jalisco,20.763189,-103.389053,95.0,
284,house,Distrito Federal,19.383512,-99.084804,115.0,
285,house,Jalisco,20.6460186,-105.2267944,160.0,
286,apartment,Distrito Federal,19.367025,-99.170349,85.0,
289,house,Querétaro,20.604974,-100.409786,110.0,
290,house,Aguascalientes,21.93248,-102.297005,305.0,
292,house,San Luis Potosí,22.133745,-101.016029,126.0,
293,apartment,Puebla,19.054064,-98.245911,87.0,
294,house,Puebla,19.0303511,-98.3143192,122.0,
295,house,Morelos,18.947784,-99.201675,300.0,
297,apartment,Distrito Federal,19.3418937,-99.2245237,145.0,
299,house,Veracruz de Ignacio de la Llave,20.963127,-97.385071,200.0,
300,house,Estado de México,19.550089,-99.214828,87.0,
302,house,Tamaulipas,22.307415,-97.859846,61.0,
303,house,Morelos,18.8879389,-99.0247871,76.0,
304,house,Yucatán,21.030668,-89.599258,144.0,
305,apartment,Veracruz de Ignacio de la Llave,19.1028372114,-96.1112308502,160.0,
306,house,Distrito Federal,19.353592,-99.177275,360.0,
309,house,Yucatán,21.0114451792,-89.5797729492,222.0,
310,house,Estado de México,19.263756,-99.540924,134.0,
311,house,Estado de México,19.415097,-98.918523,85.0,
312,house,Distrito Federal,19.471368,-99.08649,280.0,
314,house,Veracruz de Ignacio de la Llave,19.125807,-96.104954,251.0,
315,house,Distrito Federal,19.414261,-99.104118,167.0,
316,house,Baja California,32.469454,-117.003688,93.0,
317,house,Estado de México,19.5224961,-99.255074,230.0,
318,house,Yucatán,21.039522,-89.563911,181.0,
319,house,Quintana Roo,20.6295586,-87.0738851,143.0,
320,house,Veracruz de Ignacio de la Llave,19.17078,-96.12487,380.0,
321,house,Chiapas,16.756552,-93.181732,326.0,
322,house,Querétaro,20.5745579,-100.4129676,160.0,
323,house,Jalisco,20.62192,-103.259237,250.0,
324,apartment,Yucatán,21.0633485156,-89.6130359243,60.0,
325,house,Nuevo León,25.749624,-100.304192,172.0,
326,house,Puebla,19.036623,-98.190544,204.0,
327,house,Distrito Federal,19.358008,-99.127094,95.0,
328,house,Chiapas,19.701565,-101.270798,250.0,
329,apartment,Distrito Federal,19.415143,-99.14685,70.0,
330,house,Veracruz de Ignacio de la Llave,18.1479784,-94.4626507,157.0,
332,apartment,Guerrero,16.794599,-99.83012,230.0,
333,house,Querétaro,20.594322,-100.365929,298.0,
334,house,Morelos,18.919898,-98.978835,190.0,
335,house,Veracruz de Ignacio de la Llave,19.074387,-96.086259,245.0,
336,house,Guerrero,16.758724,-99.767563,142.0,
338,house,Estado de México,19.650003,-99.220367,132.0,
339,house,Estado de México,19.72876,-99.461708,90.0,
341,house,Jalisco,23.634501,-102.552788,127.0,
342,house,Yucatán,20.999449,-89.6334,300.0,
343,house,Yucatán,21.0411724,-89.5550539,215.0,
345,house,Puebla,19.105051,-98.243682,170.0,
346,apartment,Yucatán,21.0381057,-89.5933722,186.0,
347,house,Veracruz de Ignacio de la Llave,19.136782,-96.123543,210.0,
348,house,Baja California,32.63496,-115.391907,110.0,
349,house,Yucatán,21.039522,-89.563911,223.0,
350,house,Veracruz de Ignacio de la Llave,25.535009,-103.302429,350.0,
351,house,Nayarit,20.7053975,-105.2684878,101.0,
352,house,Veracruz de Ignacio de la Llave,25.659972,-103.366303,170.0,
353,house,Tamaulipas,22.2722052,-97.8476749,214.0,
354,house,Morelos,18.867191,-99.180214,184.0,
355,house,Querétaro,20.6962084,-100.4506587,120.0,
359,house,Distrito Federal,19.285162,-99.194185,150.0,
360,house,Estado de México,19.497893,-99.244125,250.0,
361,apartment,Guerrero,23.634501,-102.552788,170.0,
364,house,Sonora,23.634501,-102.552788,383.0,
365,house,Querétaro,20.389062,-99.957622,95.0,
366,apartment,Guerrero,16.828667,-99.858981,137.0,
367,house,Querétaro,20.705742,-100.444016,258.0,
368,apartment,Distrito Federal,19.35782,-99.149406,80.0,
369,house,Morelos,18.864874,-98.925911,121.0,
370,house,Distrito Federal,19.342911,-99.224472,120.0,
371,house,Estado de México,23.634501,-102.552788,228.0,
372,house,Sonora,29.063726,-110.976746,102.0,
373,house,Nuevo León,25.801826,-100.196945,190.0,
374,house,Querétaro,20.5951924,-100.3479663,180.0,
375,house,Puebla,19.059084,-98.286095,165.0,
376,house,Estado de México,23.634501,-102.552788,150.0,
377,apartment,Querétaro,20.726007,-100.442642,135.0,
378,house,Yucatán,21.0278699,-89.5880314,240.0,
379,house,Morelos,18.9147310938,-98.9408111572,140.0,
380,house,Yucatán,20.968147,-89.629875,70.0,
381,house,Nuevo León,25.674595,-100.463539,234.0,
383,house,Yucatán,21.039522,-89.563911,220.0,
384,house,Morelos,18.850763,-98.943855,160.0,
385,house,Querétaro,20.726007,-100.442642,250.0,
387,apartment,Puebla,19.056689,-98.237817,120.0,
388,house,Tamaulipas,22.270658,-97.849037,380.0,
389,house,Jalisco,20.748312,-103.429504,96.0,
392,house,Querétaro,20.614635,-100.416756,139.0,
393,house,San Luis Potosí,22.1529880008,-100.9653639793,250.0,
394,house,Yucatán,21.039522,-89.563911,220.0,
396,house,Nuevo León,25.723516,-100.393311,290.0,
397,house,Veracruz de Ignacio de la Llave,19.563767,-96.938694,300.0,
